stname	stID	class	opt_cour	score
student1794	10121793	ClOfih_1403	gymnastics	81.1
student1795	10121794	ClOfih_1403	basketball	90.3
student1796	10121795	ClOfih_1403	tennis	77.1
student1797	10121796	ClOfih_1403	gymnastics	75.4
student1798	10121797	ClOfih_1403	basketball	74
student1799	10121798	ClOfih_1403	gymnastics	82.6
student1800	10121799	ClOfih_1403	tennis	80
student1801	10121800	ClOfih_1403	basketball	90.8
student1802	10121801	ClOfih_1403	tennis	89.9
student1803	10121802	ClOfih_1403	table tennis	76.2
student1804	10121803	ClOfih_1403	badminton	79.9
student1805	10121804	ClOfih_1403	table tennis	84.5
student1806	10121805	ClOfih_1403	badminton	76.2
student1807	10121806	ClOfih_1403	swimming	86.1
student1808	10121807	ClOfih_1403	table tennis	74.7
student1809	10121808	ClOfih_1403	swimming	81.4
student1810	10121809	ClOfih_1403	table tennis	85.1
student1811	10121810	ClOfih_1403	badminton	83.5
student1812	10121811	ClOfih_1403	swimming	75.6
student1813	10121812	ClOfih_1403	swimming	74.9
student1814	10121813	ClOfih_1403	basketball	79.7
student1815	10121814	ClOfih_1403	football	84.1
student1816	10121815	ClOfih_1403	volleyball	87.7
student1817	10121816	ClOfih_1403	volleyball	80.2
student1818	10121817	ClOfih_1403	table tennis	81.3
student1819	10121818	ClOfih_1403	badminton	78.4
student1820	10121819	ClOfih_1403	badminton	72.6
student1821	10121820	ClOfih_1403	basketball	84.4
student1822	10121821	ClOfih_1403	football	79
student1823	10121822	ClOfih_1403	basketball	87.5
student1824	10121823	ClOfih_1403	football	70.3
student1825	10121824	ClOfih_1403	table tennis	69.9
student1826	10121825	ClOfih_1404	swimming	64.9
student1827	10121826	ClOfih_1404	swimming	73
student1828	10121827	ClOfih_1404	swimming	88.4
student1829	10121828	ClOfih_1404	football	69.6
student1830	10121829	ClOfih_1404	table tennis	74.5
student1831	10121830	ClOfih_1404	badminton	84.9
student1832	10121831	ClOfih_1404	volleyball	79.7
student1833	10121832	ClOfih_1404	badminton	81.3
student1834	10121833	ClOfih_1404	volleyball	50.2
student1835	10121834	ClOfih_1404	tennis	75.4
student1836	10121835	ClOfih_1404	volleyball	83.8
student1837	10121836	ClOfih_1404	swimming	93.4
student1838	10121837	ClOfih_1404	football	60.2
student1839	10121838	ClOfih_1404	football	84.6
student1840	10121839	ClOfih_1404	table tennis	89.1
student1841	10121840	ClOfih_1404	badminton	86.4
student1842	10121841	ClOfih_1404	volleyball	89.1
student1843	10121842	ClOfih_1404	tennis	92.9
student1844	10121843	ClOfih_1404	volleyball	76.3
student1845	10121844	ClOfih_1404	volleyball	79.7
student1846	10121845	ClOfih_1404	tennis	71.9
student1847	10121846	ClOfih_1404	volleyball	98.5
student1848	10121847	ClOfih_1404	basketball	81.7
student1849	10121848	ClOfih_1404	taekwondo	67.6
student1850	10121849	ClOfih_1404	taekwondo	81.5
student1851	10121850	ClOfih_1404	table tennis	93.9
student1852	10121851	ClOfih_1404	badminton	88.4
student1853	10121852	ClOfih_1404	tennis	82.7
student1854	10121853	ClOfih_1404	swimming	85.8
student1855	10121854	ClOfih_1404	volleyball	70.2
student1856	10121855	ClOfih_1404	football	61.6
student1857	10121856	ClOfih_1404	table tennis	59.2
student1858	10121857	ClOfih_1404	badminton	73.3
student1859	10121858	ClOfih_1404	swimming	84.5
student1860	10121859	ClOfih_1404	tennis	72.5
student1861	10121860	ClOfih_1404	volleyball	77.8
student1862	10121861	ClOfih_1404	badminton	78.3
student1863	10121862	ClOfih_1404	basketball	89.8
student1864	10121863	ClOfih_1404	tennis	76.9
student1865	10121864	ClOfih_1404	tennis	87.7
student1866	10121865	ClOfih_1404	badminton	71.4
student1867	10121866	ClOfih_1404	swimming	85.8
student1868	10121867	ClOfih_1404	table tennis	70.5
student1869	10121868	ClOfih_1404	badminton	76.4
student1870	10121869	ClOfih_1404	volleyball	75.3
student1871	10121870	ClOfih_1404	tennis	74.5
student1872	10121871	ClOfih_1404	badminton	73.2
student1873	10121872	ClOfih_1404	basketball	92.6
student1874	10121873	ClOfih_1404	table tennis	78
student1875	10121874	ClOfih_1404	table tennis	72.6
student1876	10121875	ClOfih_1404	table tennis	84.4
student1877	10121876	ClOfih_1404	table tennis	91.6
student1878	10121877	ClOfih_1404	taekwondo	81.5
student1879	10121878	ClOfih_1404	taekwondo	84.8
student1880	10121879	ClOfih_1404	football	83.7
student1881	10121880	ClOfih_1404	football	76.4
student1882	10121881	ClOfih_1404	gymnastics	74.7
student1883	10121882	ClOfih_1404	swimming	71.6
student1884	10121883	ClOfih_1404	swimming	79.9
student1885	10121884	ClOfih_1404	table tennis	80.8
student1886	10121885	ClOfih_1404	taekwondo	71.1
student1887	10121886	ClOfih_1404	taekwondo	98.7
student1888	10121887	ClOfih_1404	gymnastics	70.1
student1889	10121888	ClOfih_1404	gymnastics	85.7
student1890	10121889	ClOfih_1404	badminton	81.3
student1891	10121890	ClOfih_1404	taekwondo	89
student1892	10121891	ClOfih_1405	gymnastics	68
student1893	10121892	ClOfih_1405	table tennis	82.8
student1894	10121893	ClOfih_1405	taekwondo	85.1
student1895	10121894	ClOfih_1405	taekwondo	77.6
student1896	10121895	ClOfih_1405	football	78.7
student1897	10121896	ClOfih_1405	football	89
student1898	10121897	ClOfih_1405	gymnastics	89.3
student1899	10121898	ClOfih_1405	swimming	76.7
student1900	10121899	ClOfih_1405	swimming	76.3
student1901	10121900	ClOfih_1405	table tennis	80.2
student1902	10121901	ClOfih_1405	taekwondo	75.7
student1903	10121902	ClOfih_1405	taekwondo	73
student1904	10121903	ClOfih_1405	gymnastics	85.2
student1905	10121904	ClOfih_1405	gymnastics	79.4
student1906	10121905	ClOfih_1405	basketball	83.1
student1907	10121906	ClOfih_1405	basketball	86
student1908	10121907	ClOfih_1405	basketball	83.2
student1909	10121908	ClOfih_1405	gymnastics	93.4
student1910	10121909	ClOfih_1405	gymnastics	71.4
student1911	10121910	ClOfih_1405	basketball	71.4
student1912	10121911	ClOfih_1405	tennis	84.3
student1913	10121912	ClOfih_1405	gymnastics	70.7
student1914	10121913	ClOfih_1405	basketball	83.2
student1915	10121914	ClOfih_1405	gymnastics	66.1
student1916	10121915	ClOfih_1405	tennis	87.8
student1917	10121916	ClOfih_1405	basketball	98.6
student1918	10121917	ClOfih_1405	tennis	80.2
student1919	10121918	ClOfih_1405	badminton	88.9
student1920	10121919	ClOfih_1405	basketball	73.6
student1921	10121920	ClOfih_1405	football	67.8
student1922	10121921	ClOfih_1405	basketball	72.9
student1923	10121922	ClOfih_1405	football	86.7
student1924	10121923	ClOfih_1405	table tennis	77.5
student1925	10121924	ClOfih_1405	swimming	74.6
student1926	10121925	ClOfih_1405	swimming	77.3
student1927	10121926	ClOfih_1405	swimming	98.7
student1928	10121927	ClOfih_1405	football	84.3
student1929	10121928	ClOfih_1405	table tennis	83.2
student1930	10121929	ClOfih_1405	badminton	80
student1931	10121930	ClOfih_1405	volleyball	53.3
student1932	10121931	ClOfih_1405	badminton	72.4
student1933	10121932	ClOfih_1405	volleyball	87.7
student1934	10121933	ClOfih_1405	tennis	86
student1935	10121934	ClOfih_1405	volleyball	73.1
student1936	10121935	ClOfih_1405	swimming	82.1
student1937	10121936	ClOfih_1405	football	71.3
student1938	10121937	ClOfih_1405	football	75
student1939	10121938	ClOfih_1405	table tennis	70.6
student1940	10121939	ClOfih_1405	badminton	72.1
student1941	10121940	ClOfih_1405	volleyball	83.3
student1942	10121941	ClOfih_1405	tennis	88.3
student1943	10121942	ClOfih_1405	volleyball	75.9
student1944	10121943	ClOfih_1405	volleyball	76.2
student1945	10121944	ClOfih_1405	tennis	88.1
student1946	10121945	ClOfih_1405	volleyball	70.6
student1947	10121946	ClOfih_1405	basketball	70.6
student1948	10121947	ClOfih_1405	taekwondo	88.9
student1949	10121948	ClOfih_1406	taekwondo	89.4
student1950	10121949	ClOfih_1406	table tennis	98.5
student1951	10121950	ClOfih_1406	badminton	73.2
student1952	10121951	ClOfih_1406	tennis	77.3
student1953	10121952	ClOfih_1406	swimming	84.4
student1954	10121953	ClOfih_1406	volleyball	78.5
student1955	10121954	ClOfih_1406	football	89.9
student1956	10121955	ClOfih_1406	table tennis	80.7
student1957	10121956	ClOfih_1406	badminton	79.9
student1958	10121957	ClOfih_1406	swimming	82.5
student1959	10121958	ClOfih_1406	tennis	88.8
student1960	10121959	ClOfih_1406	volleyball	97.5
student1961	10121960	ClOfih_1406	badminton	62.6
student1962	10121961	ClOfih_1406	basketball	87.6
student1963	10121962	ClOfih_1406	tennis	74.4
student1964	10121963	ClOfih_1406	tennis	82.3
student1965	10121964	ClOfih_1406	badminton	87
student1966	10121965	ClOfih_1406	swimming	99.4
student1967	10121966	ClOfih_1406	table tennis	86.4
student1968	10121967	ClOfih_1406	badminton	97.6
student1969	10121968	ClOfih_1406	volleyball	76.5
student1970	10121969	ClOfih_1406	tennis	76
student1971	10121970	ClOfih_1406	badminton	84.4
student1972	10121971	ClOfih_1406	basketball	81.2
student1973	10121972	ClOfih_1406	table tennis	91.2
student1974	10121973	ClOfih_1406	table tennis	98.9
student1975	10121974	ClOfih_1406	table tennis	71.9
student1976	10121975	ClOfih_1406	table tennis	77.7
student1977	10121976	ClOfih_1406	taekwondo	89.8
student1978	10121977	ClOfih_1406	taekwondo	84.3
student1979	10121978	ClOfih_1406	football	87.1
student1980	10121979	ClOfih_1406	football	74.3
student1981	10121980	ClOfih_1406	gymnastics	55.5
student1982	10121981	ClOfih_1406	swimming	84.5
student1983	10121982	ClOfih_1406	swimming	95.9
student1984	10121983	ClOfih_1406	table tennis	70.4
student1985	10121984	ClOfih_1406	taekwondo	80.1
student1986	10121985	ClOfih_1407	taekwondo	71.5
student1987	10121986	ClOfih_1407	gymnastics	65.1
student1988	10121987	ClOfih_1407	gymnastics	89.4
student1989	10121988	ClOfih_1407	badminton	84.6
student1990	10121989	ClOfih_1407	taekwondo	87.5
student1991	10121990	ClOfih_1407	gymnastics	70.8
student1992	10121991	ClOfih_1407	table tennis	97.7
student1993	10121992	ClOfih_1407	taekwondo	78.6
student1994	10121993	ClOfih_1407	taekwondo	63.9
student1995	10121994	ClOfih_1407	football	84.5
student1996	10121995	ClOfih_1407	football	86.3
student1997	10121996	ClOfih_1407	gymnastics	96.1
student1998	10121997	ClOfih_1407	swimming	85.9
student1999	10121998	ClOfih_1407	swimming	80.7
student2000	10121999	ClOfih_1407	table tennis	77.7
student2001	10122000	ClOfih_1407	taekwondo	81.1
student2002	10122001	ClOfih_1407	taekwondo	84.2
student2003	10122002	ClOfih_1407	gymnastics	94
student2004	10122003	ClOfih_1407	gymnastics	75.2
student2005	10122004	ClOfih_1407	basketball	77.7
student2006	10122005	ClOfih_1407	basketball	80.4
student2007	10122006	ClOfih_1407	basketball	65
student2008	10122007	ClOfih_1407	gymnastics	86.2
student2009	10122008	ClOfih_1407	gymnastics	82.1
student2010	10122009	ClOfih_1407	basketball	84.1
student2011	10122010	ClOfih_1407	tennis	81.4
student2012	10122011	ClOfih_1407	gymnastics	79.7
student2013	10122012	ClOfih_1407	basketball	72.9
student2014	10122013	ClOfih_1407	gymnastics	70.8
student2015	10122014	ClOfih_1407	tennis	78.8
student2016	10122015	ClOfih_1407	basketball	93
student2017	10122016	ClOfih_1407	tennis	88.4
student2018	10122017	ClOfih_1407	badminton	84.9
student2019	10122018	ClOfih_1407	basketball	70.1
student2020	10122019	ClOfih_1407	football	86.7
student2021	10122020	ClOfih_1407	basketball	73.4
student2022	10122021	ClOfih_1407	football	75.4
student2023	10122022	ClOfih_1407	table tennis	77.3
student2024	10122023	ClOfih_1407	swimming	81.9
student2025	10122024	ClOfih_1407	swimming	84.6
student2026	10122025	ClOfih_1407	swimming	76.3
student2027	10122026	ClOfih_1407	football	80.3
student2028	10122027	ClOfih_1407	table tennis	99.5
student2029	10122028	ClOfih_1407	badminton	77.5
student2030	10122029	ClOfih_1407	volleyball	94
student2031	10122030	ClOfih_1407	badminton	99.8
student2032	10122031	ClOfih_1407	volleyball	92.9
student2033	10122032	ClOfih_1407	tennis	88.4
student2034	10122033	ClOfih_1407	volleyball	88.9
student2035	10122034	ClOfih_1407	swimming	82.9
student2036	10122035	ClOfih_1407	football	97.6
student2037	10122036	ClOfih_1407	football	81.4
student2038	10122037	ClOfih_1407	table tennis	93
student2039	10122038	ClOfih_1407	badminton	88.8
student2040	10122039	ClOfih_1407	volleyball	84.3
student2041	10122040	ClOfih_1407	tennis	94.6
student2042	10122041	ClOfih_1407	volleyball	58.6
student2043	10122042	ClOfih_1407	volleyball	76.6
student2044	10122043	ClOfih_1407	tennis	75.8
student2045	10122044	ClOfih_1407	volleyball	83.3
student2046	10122045	ClOfih_1407	basketball	85
student2047	10122046	ClOfih_1407	taekwondo	71.1
student2048	10122047	ClOfih_1407	taekwondo	81.8
student2049	10122048	ClOfih_1407	table tennis	
